Date,AAPL_High,AMZN_High,BRK-B_High,GOOGL_High,JNJ_High,META_High,MSFT_High,NVDA_High,TSLA_High,V_High
2024-02-21,182.03049388623003,170.22999572753906,409.4800109863281,142.17460418355395,153.75733351298936,467.710987586597,399.24196429062215,68.86847997939597,199.44000244140625,274.9189466527282
2024-02-22,184.09076354210745,174.8000030517578,416.260009765625,144.47625097399344,155.74362525692894,488.6432912803049,409.70205797134184,78.55273152131424,198.32000732421875,281.9564446056861
2024-02-23,184.17036202409395,175.75,420.55999755859375,144.15741838056348,157.20667697433217,493.0013030163017,412.70912252547726,82.37063653230604,197.57000732421875,283.83245088643974
2024-02-26,181.90109579673225,176.3699951171875,430.0,141.9255095674052,156.97413235098395,484.80388578084165,409.0371695148512,80.62314814859076,201.77999877929688,283.23690211715154
2024-02-27,183.05562869813585,174.6199951171875,409.9599914550781,138.74703089223482,156.03429839288748,485.9307613087294,405.2262404801438,79.45747419233632,205.6000061035156,282.0656231727667
2024-02-28,182.25939032452453,174.0500030517578,414.6700134277344,137.5114921166886,156.5865597349832,489.7003746334571,406.1987830728558,78.9106201646737,205.3000030517578,284.0110983264072
2024-02-29,181.71198177710176,177.22000122070312,413.7900085449219,138.35843374900972,157.14854362513907,490.3486207729217,411.06170550216336,79.96732622132019,205.27999877929688,283.54456064856896
2024-03-01,179.6815803178056,178.72999572753906,410.3900146484375,138.36838489752787,157.51674319328714,502.864116895511,412.71902889421233,82.27667403889559,204.52000427246097,282.80015102381145
2024-03-04,176.0686126971914,180.13999938964844,405.9500122070313,135.17000103766665,156.58656806827804,503.0336277038722,414.18785690698894,87.67014847781654,199.75,280.90428567838654
2024-03-05,171.2314705105848,176.92999267578125,403.3299865722656,132.75874436377524,156.2280711886475,494.217903781668,411.1112969231929,86.07663632751537,184.58999633789065,278.9091590265801
2024-03-06,170.43522699407845,176.4600067138672,407.44000244140625,133.09750287827276,155.92770421622714,501.5876277126765,402.0902036474927,89.70277597405403,181.5800018310547,279.91168282525115
2024-03-07,169.92763018116116,177.99000549316406,406.3999938964844,134.4525976438854,155.37542282773975,518.4212078949104,406.6752047214003,92.74505586042169,180.0399932861328,279.0878868094392
2024-03-08,172.88365534695112,178.7899932861328,403.3599853515625,137.59121089480263,155.40449118105133,522.1310161834099,407.3103404061873,97.37696845591752,182.72999572753903,279.5841511833119
2024-03-11,173.56048535052068,174.47000122070312,405.010009765625,138.59758760715184,156.30559749946497,495.95313873552806,402.6062316222378,88.77598763810909,182.8699951171875,278.69076670046206
2024-03-12,173.2121062975323,176.75999450683594,407.2000122070313,138.87655156654463,158.03993655678673,500.92945706495095,412.4212950799544,91.93825182530048,179.42999267578125,282.373355500027
2024-03-13,172.37607625258147,177.6199951171875,409.0,140.58037207166473,157.6233126437324,499.6030811930546,415.0115145438447,91.48235245425684,176.0500030517578,283.98135534960835
2024-03-14,173.49080701178275,179.52999877929688,409.0799865722656,143.07135027588964,156.5187468668572,499.972095675005,424.5785058716351,90.6245591375688,171.1699981689453,286.89956070936495
2024-03-15,171.80874633789062,177.92999267578125,408.4599914550781,142.66281985185842,154.24179858495026,490.47823604438105,419.39806083838096,89.5248185728374,165.17999267578125,283.5147859743608
2024-03-18,176.87481800543844,176.69000244140625,410.6000061035156,151.6004316065011,153.7573299894271,496.0528983580825,417.54221722990445,92.38313682655732,174.72000122070312,284.1103715980282
2024-03-19,175.77999515234478,176.08999633789062,412.19000244140625,148.25255391537198,151.9842208727622,495.2650718864235,418.4751417976777,90.52258665813424,172.82000732421875,285.92684072312176
2024-03-20,177.830322265625,178.52999877929688,416.30999755859375,148.3223204856581,151.57728208658128,506.8032419586182,422.7325977803486,90.3886171092284,176.25,287.7234446693191
2024-03-21,176.65586961417029,181.4199981689453,417.8299865722656,149.82686316822054,152.0714185900992,513.624431278809,427.55578606152034,92.6260863495621,178.17999267578125,288.8053232379307
2024-03-22,172.23673773536032,179.25999450683594,414.3500061035156,151.0325052525323,151.49975688522477,508.5683860811608,426.6030252593982,94.75557583351618,171.1999969482422,288.33882431783496
2024-03-25,171.13194711675715,180.9900054931641,411.0700073242187,149.8368319482388,151.1315737677553,505.82591975054345,424.1716107025241,96.74310530536228,175.24000549316406,281.40061395452415
2024-03-26,170.61440032318552,180.4499969482422,412.6600036621094,151.71003147002185,151.37379381760277,508.5983047664013,422.762312878124,96.35220139167362,184.25,282.02595300527287
2024-03-27,172.78414425918754,180.0,417.2099914550781,151.09226569075258,153.30194649860775,498.516111326027,421.2340147133464,93.21794358660644,181.91000366210935,279.16726298372504
2024-03-28,171.4205780589011,181.6999969482422,421.44000244140625,150.88303594669563,154.19335580971074,491.53535961588767,418.6735682140503,91.2784021447898,179.57000732421875,277.72797503422703
2024-04-01,170.4451942217802,183.0,421.6600036621094,155.17748752690167,153.23411994075104,496.062849004547,424.6479711391923,92.20318040940828,176.75,278.8099260721026
2024-04-02,168.54414366405445,180.7899932861328,421.010009765625,154.14121795265817,152.92407650844513,496.1625851475767,419.17973696688534,90.0726859356908,167.69000244140625,277.26147584379214
2024-04-03,169.8778497555363,182.8699951171875,421.9100036621094,154.5198535860717,153.13722800366796,505.84588531504744,420.0530500088036,90.3526251834598,168.82000732421875,278.40294901971413
2024-04-04,171.1120488206033,185.1000061035156,424.5199890136719,154.21098857209273,150.666483994781,528.543355513111,425.4220608182633,90.61255911907426,177.19000244140625,277.0132839200427
2024-04-05,169.58921080070664,186.27000427246097,419.2699890136719,152.86584812713113,148.25390647479256,529.2413753821786,423.2784485638512,88.46007028939938,170.86000061035156,275.90158153760956
2024-04-08,168.40481571452685,187.2899932861328,418.5700073242187,154.70917634581278,148.2829623505465,530.0292878873255,424.0425761054586,88.80898571750684,174.5,275.92146651297065
2024-04-09,169.2806811483862,187.33999633789065,417.3200073242187,157.98727470773983,147.78880439336712,524.4246876440302,424.4990697038264,87.61426743619066,179.22000122070312,275.9412962316989
2024-04-10,168.29532657810816,186.27000427246097,413.55999755859375,156.04432285610454,147.10088930246025,521.1237834896342,420.8171944866389,87.37932438444192,174.92999267578125,274.77002474020264
2024-04-11,174.63541624491384,189.77000427246097,411.1499938964844,159.10322706769728,146.1804175351253,522.4201952092246,426.1167444183971,90.7175383536998,175.8800048828125,274.4325826729777
2024-04-12,177.52176704196785,188.3800048828125,407.2099914550781,159.64128996632022,144.43637846828804,518.7602965451016,421.9585162359949,90.15367382456054,173.80999755859375,274.94874990835103
2024-04-15,175.7998881273465,188.69000244140625,409.05999755859375,158.6648281591198,144.84333056197886,517.1049171905591,423.5860815606245,90.59156018104088,170.69000244140625,275.85199532095265
2024-04-16,172.94338974194338,184.8300018310547,401.25,155.0877854093437,141.7040132887207,503.3826536596228,415.2298762897989,88.09715428207583,158.19000244140625,272.0999882084728
2024-04-17,169.84800441976404,184.57000732421875,399.2799987792969,156.5126325919776,140.89014070978908,501.77711061387714,415.7062108618487,88.75399786729442,158.3300018310547,271.9709509455872
2024-04-18,167.8474456964944,182.38999938964844,402.989990234375,156.37313617874938,141.2680172633474,510.8022605755454,408.76919927263555,86.16961599181461,152.1999969482422,271.127229910704
2024-04-19,165.6179780634261,179.0,405.5700073242187,155.79523715255652,143.52558649002216,501.4180909852817,402.4077746386735,84.30405561291292,150.94000244140625,269.9857574831018
2024-04-22,166.4739172082034,178.8699951171875,411.3500061035156,157.0706034223683,145.59904954949533,490.6577506981275,399.7976607909312,80.05406032863513,144.44000244140625,271.73275753616167
2024-04-23,166.26490473113174,179.92999267578125,410.7200012207031,158.39579663975618,145.81223274244883,497.38920406550506,405.10716505974153,82.74942225992656,147.25999450683594,272.85436155994614
2024-04-24,168.50434510258808,180.32000732421875,407.6199951171875,158.99364999529317,144.3588397011163,508.5983285643047,409.3447683032301,84.06210623959943,167.97000122070312,280.904284079138
2024-04-25,169.80820075027214,173.9199981689453,406.1400146484375,155.92475901649166,144.93050561346692,444.5448191796468,396.8601062584313,83.30329577735385,170.8800048828125,274.17449286652106
2024-04-26,170.53475474394267,180.82000732421875,404.75,174.078959145998,142.60509381411725,445.2129916200224,409.8708046404864,88.31010835661911,172.1199951171875,274.72042917982253
2024-04-29,175.20270935632288,183.52999877929688,404.8699951171875,168.93759415954082,142.64386249594202,438.5513600545136,403.24140976178137,87.97117394342716,198.8699951171875,272.4374328628513
2024-04-30,174.1676137755898,182.9900054931641,400.6000061035156,167.49283889377236,142.31445379470978,438.4117412443997,399.112934090919,88.79798933377148,190.9499969482422,270.0651544530633
2024-05-01,171.89832652202932,185.1499938964844,402.3200073242187,166.51636219465024,147.12996092267227,448.7232983807934,398.6762601059751,85.97965427425616,185.86000061035156,268.9038349369009
2024-05-02,172.60497864880503,185.1000061035156,401.55999755859375,166.12777651220736,147.59504086409956,442.73979680670254,396.89981398666424,86.21659833345969,184.6000061035156,267.4744766299644
2024-05-03,186.12115543095717,187.8699951171875,404.5,167.35332582922285,145.23086559506507,452.9217518023227,404.06510458639696,89.25987812120627,184.77999877929688,267.45465221743143
2024-05-06,183.3343214775735,188.75,405.1499938964844,167.53269246182137,145.3859172605906,464.8788076890571,410.7937370714025,92.19818511482366,187.55999755859375,270.7599887512357
2024-05-07,184.0310211595987,189.94000244140625,407.260009765625,171.13959159841556,145.0758444776021,470.23406087351526,411.5281582197064,91.75928460609056,183.2599945068359,275.82224819007223
2024-05-08,182.20963072654143,188.42999267578125,407.2300109863281,169.53542687427006,145.07585250742244,474.2728765533968,409.1066410493604,91.17242238961246,176.05999755859375,276.4872126950526
2024-05-09,183.79216432803472,191.6999969482422,408.8699951171875,170.07347411221014,145.43436778892217,474.77150152232457,409.5928860565961,91.05046027533749,175.6199951171875,276.7254741047775
2024-05-10,184.4699884019168,189.88999938964844,412.3800048828125,169.2365102995548,145.42465725284984,476.187619687926,412.23276061100023,91.37937754567422,173.05999755859375,278.9488411215695
2024-05-13,186.4732816834413,188.30999755859375,414.2999877929687,168.66856170690536,147.27528481828196,472.04904418086215,415.1802205470415,90.97648188381773,175.39999389648438,280.0605856674316
2024-05-14,187.66926595480425,187.72000122070312,411.55999755859375,170.63144819115178,147.47874754222426,471.2412982045558,414.3267549073316,91.62932476175912,179.49000549316406,277.91656549460663
2024-05-15,190.0113806876588,186.72000122070312,413.3999938964844,172.02639557823605,148.19576441068125,481.1738751879622,421.35753100749633,94.83955234013229,180.0,279.6437129571399
2024-05-16,190.4598907547877,187.30999755859375,416.3399963378906,174.48744937159597,149.5813183300126,476.37711590768146,422.9582516726133,95.7963312267465,175.7899932861328,280.80760306962935
2024-05-17,190.1708626092199,185.3000030517578,417.3299865722656,175.63330516232904,150.0463842119812,471.50054469099473,420.4726906446292,94.71758960919352,179.6300048828125,279.3457703307517
2024-05-20,191.27714266640717,186.6699981689453,417.2799987792969,178.12429935090404,149.82346406073512,471.8994547870053,424.30034916156967,95.17748245890982,177.75,278.70936108700545
2024-05-21,192.0844205327211,183.2599945068359,415.7000122070313,177.50651531969976,149.04205125035722,469.4063210946787,430.46453247000767,95.3774380950692,186.8800048828125,276.87962345333244
2024-05-22,192.17414127105863,185.22000122070312,417.260009765625,176.5101124081547,150.49742417243775,472.4180312123606,429.9077641693655,95.99728259132688,183.8000030517578,276.53155041109176
2024-05-23,190.3602074339564,184.7599945068359,413.25,177.60617773890863,149.28624336121663,473.05625271946514,431.090897164325,106.29485201655152,181.8999938964844,275.89512003616306
2024-05-24,189.9416242186365,182.44000244140625,407.9599914550781,175.1351374202391,146.32669665664253,478.5311951733915,428.565562226306,106.44980479446323,180.0800018310547,273.7073716271904
2024-05-28,192.35351928350596,182.2400054931641,408.239990234375,176.62971585206563,143.3769017102676,479.53840171193445,428.3269711402922,114.9118103957812,178.25,272.9317025783053
2024-05-29,191.6060292626522,184.0800018310547,405.8699951171875,176.20124027818085,142.0387676014009,478.5311757542124,428.4462393633383,115.46467834881877,178.14999389648438,269.6301870889241
2024-05-30,191.53626445370173,181.33999633789065,409.0400085449219,174.58710962745872,142.22435211442422,470.4334873144673,421.8446642438629,115.79160375156064,182.6699981689453,270.1274095669352
2024-05-31,191.92496874276912,179.2100067138672,415.3999938964844,172.43489743083498,144.05088385470688,467.8306813142821,414.3383733012913,112.69034107520358,180.32000732421875,271.2411882816471
2024-06-03,194.3368416096963,178.6999969482422,416.7200012207031,173.89959818960278,145.43784173123422,478.2818594622664,414.0202395554303,114.97279357910156,182.63999938964844,271.6091378868888
2024-06-04,194.66574186569684,179.82000732421875,415.8900146484375,173.22207327739036,144.8615702162743,477.5738184411632,414.03017705380546,116.5724178032169,177.75999450683594,271.469879132945
2024-06-05,196.24044634116564,181.5,410.2799987792969,176.0119242844858,144.54902503764322,495.28499771917234,421.6259378345122,122.4200265583294,176.14999389648438,273.3990949216572
2024-06-06,195.84179017422775,185.0,411.239990234375,176.51012541626176,143.58203412520564,501.43805105913526,422.848821948627,125.5572947597226,179.72999572753906,275.6067484119134
2024-06-07,196.28031956711487,186.2899932861328,415.8800048828125,177.22752061344144,144.8518212592897,497.5387921637262,423.81323935854607,121.66321619288968,179.35000610351562,278.76898529555547
2024-06-10,196.63910486677477,187.22999572753903,413.94000244140625,176.62293035262113,144.12900960335628,501.2784911083545,425.6028192678221,123.07088000938666,178.57000732421875,277.0088722975563
2024-06-11,206.46609195915696,187.77000427246097,408.9100036621094,176.4034791591506,143.738318832329,506.20490392137987,430.3153823959729,122.85103098419252,174.75,273.32947806494644
2024-06-12,219.46241499269527,188.3500061035156,411.8900146484375,179.96467837839828,143.78715728827402,512.5973019382404,440.8341457768561,126.8603972169384,180.5500030517578,276.05425049870564
2024-06-13,216.02395620562416,187.6699981689453,408.0,176.3037322967602,142.60529944207067,507.9600613049779,440.8242426789463,129.77996945393164,191.0800018310547,270.34618387627063
2024-06-14,214.44924427717245,183.72000122070312,406.3399963378906,176.6229449751787,142.57598496226854,506.2582926260963,440.5756810111054,132.81947757204395,186.0,270.0378908987977
2024-06-17,218.21659070332575,185.0,407.8200073242187,177.9197360095358,143.02527737310325,509.8519784682504,448.3305259626429,133.70935334573974,188.80999755859375,270.3163629309941
2024-06-18,217.89766325641617,184.2899932861328,408.5,176.9521166904513,142.9862117280392,505.1103188261855,447.53516969127554,136.30895096412834,187.1999969482422,272.3748141509043
2024-06-20,213.5223844137921,186.5099945068359,411.0,176.85235357595167,144.6369148501397,502.7844390909349,443.946033241849,140.7382501800268,185.2100067138672,276.49177222633654
2024-06-21,211.18023828891836,189.27999877929688,410.4700012207031,180.40358945734673,145.61366484569496,502.5648032467386,447.97260457820744,130.60983137767926,183.9499969482422,275.994588880644
2024-06-24,211.98751777765065,191.0,417.0,180.44347898846337,146.23878025585262,506.9071288518121,450.13005783321864,124.44077645602763,188.8000030517578,278.82869611797094
2024-06-25,210.67194975002215,188.83999633789065,414.25,183.8350820927234,145.73086768761792,509.8120319592657,448.80773551860256,126.48046647434953,187.97000122070312,276.3823592988077
2024-06-26,214.1402980033581,194.8000030517578,410.6799926757813,184.05455150601273,143.76761165198937,512.9066237610901,450.9751265075422,128.1002058280542,197.7599945068359,272.93170422696085
2024-06-27,215.01736433595823,199.83999633789065,410.260009765625,185.5907511371848,143.93365256956193,521.9606543166748,453.5302875755873,126.3904801212093,198.72000122070312,269.0832873584297
2024-06-28,215.34623061165473,198.8500061035156,410.0499877929687,184.6730180950996,143.65042623922423,520.9623872716696,452.7448272217048,127.69027390029416,203.1999969482422,267.1043549319423
2024-07-01,216.78140506529675,198.3000030517578,409.6700134277344,183.42610201051411,145.24251112659826,505.6892862661851,454.7233168460645,124.8207173904901,213.22999572753903,264.2900807064185
2024-07-02,219.64179766849512,200.42999267578125,407.3900146484375,185.111947877425,143.72853607222143,509.6023982144432,456.9304570935814,123.39094559729176,231.3000030517578,266.7364196777344
2024-07-03,220.80789184570312,200.02999877929688,407.1600036621094,185.63063541524275,143.24017580012,510.3810409140256,458.3521910129211,128.26019287109375,248.3500061035156,268.24793473964473
2024-07-05,225.69146503075916,200.5500030517578,411.3999938964844,190.3888846005825,143.14250675148574,539.9189662598088,465.6397765538939,128.83010765300813,252.3699951171875,269.0434671438443
2024-07-08,227.0867830588167,201.1999969482422,413.7900085449219,189.70057035182427,143.7969140732115,541.8556150480077,464.993565428788,130.7498013179992,259.44000244140625,269.9285085659803
2024-07-09,228.631575647805,200.57000732421875,413.7099914550781,190.88763393734175,143.7090163048412,536.534943854359,464.6256672353131,133.79935177124923,265.6099853515625,266.06018083426466
2024-07-10,232.2992560750062,200.11000061035156,413.9599914550781,191.27666912067295,145.994614178844,537.9325132537335,463.7607172108967,135.0791485226844,267.5899963378906,262.01289114864903
2024-07-11,231.61157070495585,200.27000427246097,419.2000122070313,190.38887371973013,147.07879702500605,534.5185133978496,462.0904118522062,136.12896630123663,271.0,262.16201585194807
2024-07-12,231.86073301422448,196.47000122070312,427.4500122070313,186.6481321381669,147.371813776648,507.1966179945045,453.71915189160546,131.89962580236968,251.83999633789065,265.91098335968013
2024-07-15,236.43535998230433,196.19000244140625,434.7099914550781,187.7753505222774,146.75646916296384,505.7891203709795,454.613990998039,131.36970736285187,265.6000061035156,267.7407793826839
2024-07-16,235.4785872610991,196.6199951171875,439.0499877929687,188.2142481828392,147.56717410872648,503.0639397783021,451.67106983710227,129.02006337664668,258.6199951171875,268.7053783465395
2024-07-17,230.68468664215072,191.5800018310547,446.1499938964844,183.09691950366312,153.8281300098067,478.3274889023379,442.2757813397234,121.8311755731112,258.4700012207031,271.3903712414293
2024-07-18,229.66810263837593,189.67999267578125,449.25,182.0495130051355,153.4179032190041,478.39735982553657,442.07694811849893,122.38109957883393,257.1400146484375,272.0963553513593
2024-07-19,226.0402889661169,184.92999267578125,442.7999877929687,179.84494831307,152.8709057605244,485.85423173577976,438.5872443835016,121.5812203691469,249.44000244140625,269.4412929473464
2024-07-22,227.01700459563804,185.05999755859375,438.1099853515625,182.24899856631816,151.50346825181197,491.1948092527094,442.0272287343498,124.0508367192346,253.2100067138672,266.9054290142992
2024-07-23,226.17982967750157,189.38999938964844,437.9200134277344,183.15676222347483,149.9308872031497,494.3492667371595,445.7953108894537,124.67074966179868,255.7599945068359,266.209351354392
2024-07-24,224.0469935779998,185.4499969482422,435.4100036621094,175.75509806112905,152.77323756836347,475.46249439486223,438.9252800797557,119.9314697504062,225.9900054931641,255.76782623361177
2024-07-25,220.11023564894725,183.8999938964844,439.6300048828125,172.9919239516059,156.84629243362085,462.7349484153847,427.31287721528406,116.61198378362548,226.0,256.7821523868042
2024-07-26,218.75477790382115,183.19000244140625,439.0,167.67507428919038,157.82302267347256,468.94401583747384,426.4379540941027,116.18205608900622,222.27999877929688,259.7455599846496
2024-07-29,218.5654190781,184.75,439.44000244140625,170.00929881723164,156.27976551351946,473.12663800490486,429.6492697069918,116.2620396176345,234.27000427246097,261.247115047169
2024-07-30,219.59196666736065,185.86000061035156,443.8900146484375,170.80732627515368,157.79372803204643,471.89881427196735,426.5671576267596,111.97270032897562,232.41000366210935,262.82827904711485
2024-07-31,223.07028238181744,187.94000244140625,440.8500061035156,173.81986369028056,156.62163515651017,475.6621943156695,419.33928250485553,118.32171842494118,234.67999267578125,264.87680375723056
2024-08-01,223.72806581879624,190.6000061035156,440.6099853515625,173.62037311276333,157.0709198723208,526.2430526417324,424.98637136355273,120.14145212596502,231.8699951171875,265.5132679687408
2024-08-02,224.84431334230803,168.77000427246094,436.25,168.09405110957144,161.01699959435092,500.2688112907695,412.5984976168064,108.70320617940068,216.1300048828125,266.4678709384157
2024-08-05,212.7848420736874,162.9600067138672,417.8200073242187,164.02410932064197,161.9253715933813,482.6299281847227,398.7193036046689,103.39403604617902,203.8800048828125,261.45598245266694
2024-08-06,209.2866075294687,165.0800018310547,427.4599914550781,160.1736628779792,157.7253455580924,501.67633006755705,403.3225066578681,107.69335889505676,202.8999938964844,259.0394623273466
2024-08-07,212.9243839975228,167.5800018310547,433.1700134277344,162.57768925896593,156.88536163468663,509.25301636265255,407.7069368759002,108.78320175369558,203.4900054931641,260.57094225540703
2024-08-08,213.4824924067945,166.69000244140625,432.260009765625,163.2859414220711,156.96347926683444,509.063323589831,403.51138026295973,105.4837056790837,200.6999969482422,258.9997212747992
2024-08-09,216.05387055494424,168.5500030517578,434.75,163.38569012929312,157.18813512122998,517.428624215059,405.68872296700823,106.58353850176572,200.8800048828125,260.5852622026408
2024-08-12,219.02793942662467,168.5500030517578,434.1600036621094,164.49294700024495,157.94024179735,517.1091531478668,406.39463013243375,111.05284499933998,199.2599945068359,260.66500024098235
2024-08-13,221.40270642093424,171.0399932861328,432.80999755859375,164.32336104553403,156.64115701328652,530.5654741634111,412.54882074125726,116.21205275014302,208.4900054931641,260.7446735232704
2024-08-14,222.54021400164925,172.27999877929688,438.9800109863281,162.81709194492808,155.84023307579676,533.0611232155595,415.30276256625774,118.5816839218167,208.44000244140625,260.56533319481184
2024-08-15,224.8551228159093,177.91000366210938,442.5899963378906,161.24101257094563,155.79138537799577,538.8209048888737,419.42775054091777,123.22096487339545,215.8800048828125,266.43429245612526
2024-08-16,226.33187474025672,178.33999633789062,445.2000122070313,164.65256172180474,156.22117467588916,532.7216331392892,419.6568394696199,124.98069379843776,219.8000030517578,267.48052524678917
